transaction,txTime (ms),propagationTime (ms)
3601,5031,4
3602,4033,617
3603,5035,3
3604,5028,3
3605,5028,2
3606,5028,2
3607,5042,3
3608,5027,3
3609,5034,5
3610,5030,2
3611,5029,3
3612,5031,2
3613,5031,2
3614,4027,610
3615,5036,3
3616,5026,2
3617,5034,3
3618,5024,3
3619,5045,2
3620,5029,3
3621,5034,4
3622,5028,3
3623,5030,3
3624,5026,4
3625,4043,595
3626,5036,2
3627,5034,2
3628,5028,3
3629,5032,4
3630,5037,2
3631,5047,3
3632,5035,3
3633,5029,3
3634,5027,2
3635,5029,3
3636,4027,628
3637,5034,4
3638,5028,8
3639,5030,3
3640,5033,3
3641,5026,3
3642,5036,3
3643,5029,3
3644,5032,3
3645,5031,3
3646,4051,630
3647,5042,3
3648,5045,2
3649,5032,2
3650,5029,3
3651,5027,2
3652,5030,3
3653,5030,2
3654,5031,2
3655,5030,3
3656,5035,3
3657,4027,591
3658,5028,3
3659,5029,2
3660,5025,3
3661,5042,3
3662,5029,3
3663,5033,3
3664,5032,4
3665,5037,3
3666,5028,3
3667,5036,3
3668,5029,2
3669,4028,597
3670,5039,3
3671,5024,6
3672,5044,2
3673,5028,3
3674,5038,4
3675,5032,2
3676,5032,3
3677,5033,3
3678,5038,3
3679,5027,3
3680,4037,592
3681,5035,3
3682,5024,3
3683,5035,3
3684,5024,2
3685,5051,4
3686,5026,3
3687,5029,3
3688,5026,3
3689,5030,3
3690,5028,2
3691,5040,2
3692,4030,609
3693,5058,3
3694,5028,3
3695,5031,3
3696,5027,3
3697,5030,2
3698,5029,3
3699,5037,2
3700,5040,2
3701,5026,3
3702,4037,616
3703,5067,2
3704,5025,2
3705,5032,3
3706,5025,3
3707,5035,3
3708,5028,2
3709,5033,2
3710,5025,3
3711,5035,3
3712,5027,2
3713,4046,609
3714,5032,3
3715,5036,2
3716,5026,3
3717,5034,2
3718,5029,3
3719,5032,3
3720,5031,4
3721,5033,4
3722,5028,2
3723,4223,439
3724,5035,3
3725,5027,3
3726,5041,3
3727,5031,3
3728,5034,3
3729,5035,2
3730,5029,2
3731,5034,3
3732,5026,2
3733,5031,3
3734,5026,2
3735,4047,581
3736,5033,3
3737,5038,2
3738,5024,3
3739,5042,2
3740,5027,3
3741,5035,2
3742,5026,3
3743,5038,3
3744,5031,2
3745,5038,2
3746,4027,611
3747,5037,3
3748,5027,3
3749,5034,2
3750,5032,3
3751,5043,3
3752,5043,2
3753,5036,3
3754,5026,2
3755,5031,2
3756,5029,3
3757,4029,603
3758,5033,3
3759,5027,3
3760,5032,3
3761,5024,3
3762,5046,4
3763,5027,3
3764,5028,2
3765,4290,462
3766,5030,3
3767,5031,3
3768,5053,3
3769,5026,3
3770,5028,3
3771,5027,3
3772,5032,3
3773,5023,3
3774,5031,3
3775,5032,3
3776,5035,3
3777,4027,614
3778,5041,3
3779,5030,4
3780,5060,2
3781,5026,3
3782,5032,3
3783,5029,2
3784,5033,3
3785,5035,3
3786,5030,2
3787,4029,618
3788,5029,4
3789,5030,3
3790,5033,3
3791,5045,3
3792,5027,4
3793,5037,2
3794,5026,2
3795,5032,2
3796,5025,3
3797,5030,3
3798,5028,2
3799,4031,586
3800,5046,2
3801,5031,3
3802,5034,2
3803,5025,3
3804,5045,3
3805,5029,2
3806,5035,3
3807,5028,2
3808,5038,3
3809,5026,3
3810,4031,610
3811,5038,4
3812,5032,3
3813,5029,3
3814,5050,3
3815,5027,3
3816,5033,3
3817,5024,3
3818,5037,5
3819,5047,4
3820,4039,613
3821,5030,4
3822,5040,3
3823,5030,3
3824,5043,3
3825,5027,3
3826,5047,2
3827,5035,3
3828,5037,3
3829,5082,109
3830,4030,464
3831,5040,3
3832,5032,2
3833,5027,2
3834,5032,3
3835,5027,7
3836,5037,3
3837,5037,3
3838,5033,4
3839,5047,3
3840,5024,3
3841,4032,592
3842,5049,2
3843,5053,2
3844,5030,3
3845,5026,5
3846,4450,381
3847,5042,3
3848,5030,3
3849,5031,3
3850,5036,3
3851,5030,3
3852,5044,2
3853,5026,2
3854,5027,3
3855,5026,3
3856,5029,3
3857,4031,609
3858,5032,3
3859,5029,3
3860,5035,3
3861,5032,3
3862,5033,3
3863,5029,3
3864,5032,3
3865,5033,2
3866,5030,2
3867,5032,2
3868,5028,2
3869,4030,626
3870,5043,3
3871,5032,2
3872,5031,3
3873,5043,6
3874,5034,3
3875,5028,2
3876,5029,3
3877,5032,3
3878,5025,2
3879,4044,618
3880,5048,3
3881,5028,3
3882,5046,3
3883,5042,3
3884,5029,2
3885,5024,3
3886,5034,4
3887,5028,3
3888,5034,2
3889,4028,607
3890,5052,2
3891,5031,3
3892,5031,2
3893,5028,3
3894,5035,3
3895,5027,2
3896,5031,3
3897,5030,8
3898,5033,3
3899,5037,5
3900,4027,614
3901,5054,4
3902,5031,3
3903,5028,3
3904,5031,3
3905,5040,6
3906,5043,2
3907,5030,5
3908,5032,2
3909,5029,5
3910,4056,575
3911,5032,2
3912,5028,3
3913,5045,3
3914,5030,3
3915,5033,5
3916,5029,2
3917,5030,3
3918,5028,2
3919,5033,2
3920,5025,2
3921,5034,3
3922,4028,594
3923,5048,2
3924,5030,5
3925,5036,3
3926,5044,3
3927,5035,3
3928,5036,3
3929,5033,6
3930,5041,3
3931,5031,3
3932,4025,625
3933,5035,2
3934,5029,3
3935,5037,2
3936,5033,3
3937,5031,2
3938,5029,2
3939,5034,7
3940,5034,5
3941,5032,3
3942,5032,3
3943,4037,585
3944,5053,3
3945,5028,3
3946,5027,4
3947,5039,3
3948,5033,3
3949,5033,3
3950,5037,3
3951,5029,3
3952,5034,3
3953,5027,2
3954,4036,601
3955,5036,2
3956,5030,2
3957,5025,3
3958,5023,2
3959,5030,3
3960,5031,3
3961,5035,3
3962,5032,3
3963,5035,4
3964,5031,3
3965,4040,614
3966,5043,3
3967,5029,3
3968,5047,2
3969,5033,3
3970,5029,3
3971,5034,2
3972,5026,2
3973,5038,2
3974,5029,3
3975,5028,3
3976,4029,615
3977,5033,6
3978,5030,3
3979,5030,3
3980,5028,2
3981,5038,3
3982,5042,3
3983,5028,2
3984,5028,2
3985,5026,5
3986,5038,3
3987,4028,607
3988,5039,3
3989,5032,2
3990,5032,3
3991,5029,4
3992,5029,2
3993,5047,3
3994,5030,3
3995,5030,3
3996,5032,3
3997,5036,2
3998,4025,608
3999,5049,3
4000,5029,3
4001,5023,3
4002,5035,2
4003,5025,2
4004,5035,3
4005,5023,3
4006,5030,3
4007,5025,3
4008,5027,3
4009,5027,2
4010,4037,599
4011,5054,2
4012,5029,2
4013,5030,3
4014,5031,3
4015,5047,3
4016,5027,3
4017,5025,4
4018,5025,3
4019,5037,3
4020,5024,2
4021,4033,627
4022,5040,3
4023,5027,3
4024,5024,2
4025,5042,3
4026,5027,3
4027,5032,3
4028,5028,2
4029,5028,3
4030,5027,4
4031,5037,3
4032,4025,619
4033,5030,2
4034,5032,2
4035,5027,2
4036,5042,3
4037,5023,3
4038,5032,3
4039,5033,3
4040,5030,3
4041,5027,3
4042,5033,3
4043,5032,2
4044,4032,588
4045,5048,3
4046,5026,3
4047,5029,2
4048,5023,2
4049,5045,2
4050,5027,3
4051,5028,3
4052,5025,3
4053,5032,3
4054,5025,3
4055,5032,3
4056,4024,626
4057,5033,5
4058,5026,2
4059,5029,2
4060,5026,2
4061,5030,2
4062,5026,3
4063,5023,3
4064,5023,3
4065,5031,2
4066,5033,3
4067,5030,5
4068,4033,606
4069,5045,3
4070,5030,8
4071,5036,3
4072,5029,4
4073,5030,2
4074,5049,2
4075,5032,3
4076,5033,4
4077,5038,2
4078,4026,623
4079,5036,3
4080,5034,2
4081,5028,5
4082,5032,2
4083,5035,2
4084,5028,2
4085,5033,2
4086,5024,3
4087,5046,3
4088,5028,3
4089,4026,606
4090,5037,2
4091,5030,3
4092,5027,2
4093,5031,2
4094,5032,3
4095,5032,3
4096,5025,3
4097,5039,5
4098,5041,3
4099,5053,3
4100,4028,601
4101,5037,2
4102,5057,3
4103,5025,2
4104,5031,3
4105,5032,2
4106,5036,3
4107,5029,2
4108,5036,3
4109,5027,3
4110,5032,3
4111,4032,592
4112,5037,3
4113,5034,2
4114,5030,2
4115,5026,3
4116,5050,2
4117,5028,4
4118,5030,7
4119,5043,2
4120,5033,3
4121,5033,2
4122,4041,590
4123,5028,3
4124,5026,3
4125,5031,2
4126,5030,2
4127,5034,3
4128,5029,2
4129,5029,3
4130,5028,13
4131,5027,3
4132,5030,5
4133,5032,3
4134,4033,603
4135,5035,3
4136,5048,4
4137,5027,3
4138,5027,3
4139,5034,3
4140,5033,3
4141,5034,3
4142,5032,2
4143,5028,3
4144,5029,2
4145,4029,613
4146,5036,2
4147,5027,2
4148,5029,4
4149,5032,3
4150,5046,2
4151,5024,3
4152,5035,2
4153,5029,2
4154,5039,3
4155,5031,3
4156,4029,613
4157,5028,3
4158,5031,3
4159,5025,390
4160,4039,474
4161,5049,4
4162,5033,3
4163,5034,3
4164,5025,3
4165,5031,3
4166,5033,3
4167,5035,2
4168,5044,3
4169,5029,3
4170,5033,2
4171,4023,606
4172,5063,3
4173,5036,3
4174,5035,3
4175,5031,3
4176,5038,3
4177,5029,3
4178,5038,3
4179,5028,3
4180,5036,3
4181,4026,616
4182,5044,2
4183,5026,3
4184,5033,2
4185,5032,6
4186,5034,3
4187,5027,3
4188,5029,2
4189,5035,4
4190,5036,2
4191,5034,4
4192,4028,600
4193,5047,3
4194,5026,3
4195,5029,3
4196,5028,3
4197,5032,3
4198,5043,3
4199,5032,2
4200,5034,3
4201,5029,3
4202,5042,3
4203,4025,618
4204,5043,3
4205,5032,4
4206,5040,3
4207,5029,3
4208,5030,3
4209,5029,3
4210,5029,2
4211,5029,3
4212,5032,2
4213,5041,4
4214,4030,603
4215,5030,3
4216,5030,3
4217,5035,4
4218,5039,2
4219,5034,2
4220,5029,3
4221,5033,3
4222,5032,4
4223,5043,3
4224,5028,3
4225,4033,589
4226,5063,3
4227,5033,3
4228,5045,3
4229,5028,3
4230,5030,3
4231,5031,3
4232,5028,2
4233,5034,3
4234,5029,3
4235,4040,624
4236,5035,3
4237,5031,2
4238,5029,3
4239,5025,3
4240,5044,3
4241,5039,3
4242,5032,4
4243,5052,3
4244,4056,626
4245,5055,4
4246,5034,2
4247,5031,3
4248,5029,3
4249,5037,3
4250,5029,6
4251,5031,3
4252,5032,3
4253,5034,3
4254,4033,619
4255,5043,4
4256,5036,3
4257,5039,2
4258,5027,3
4259,5041,3
4260,5052,3
4261,5028,3
4262,5033,3
4263,5027,3
4264,4027,620
4265,5033,3
4266,5028,3
4267,5046,9
4268,5044,3
4269,5031,3
4270,5053,3
4271,5028,4
4272,5031,3
4273,5032,3
4274,4042,602
4275,5048,3
4276,5032,2
4277,5027,4
4278,5051,4
4279,5041,3
4280,5032,3
4281,5030,2
4282,5035,2
4283,5033,3
4284,4033,593
4285,5153,131
4286,5057,4
4287,5031,2
4288,4039,590
4289,5038,3
4290,5034,3
4291,5033,3
4292,5032,3
4293,5033,4
4294,5039,4
4295,5029,2
4296,5032,4
4297,5030,2
4298,4047,612
4299,5060,3
4300,5028,3
4301,5038,2
4302,5024,3
4303,5051,3
4304,5029,2
4305,5027,3
4306,5026,3
4307,5027,3
4308,5030,3
4309,4034,595
4310,5038,3
4311,5036,3
4312,5029,3
4313,5031,3
4314,5039,3
4315,5029,3
4316,5033,2
4317,5027,3
4318,5043,3
4319,5030,3
4320,4027,608
4321,5063,3
4322,5026,3
4323,5033,2
4324,5026,2
4325,5036,4
4326,5027,3
4327,5027,3
4328,5029,3
4329,5032,3
4330,5027,3
4331,4028,634
4332,5041,3
4333,5029,3
4334,5026,3
4335,5052,3
4336,5030,4
4337,5041,3
4338,5030,2
4339,5035,3
4340,4095,596
4341,5036,3
4342,5027,3
4343,5032,3
4344,5031,3
4345,5031,3
4346,5031,3
4347,5028,2
4348,5031,2
4349,5026,3
4350,5043,3
4351,4024,634
4352,5035,3
4353,5030,3
4354,5052,4
4355,5028,2
4356,5031,3
4357,5032,3
4358,5031,3
4359,5032,2
4360,5034,3
4361,4028,621
4362,5064,3
4363,5034,4
4364,5045,4
4365,5038,3
4366,5039,4
4367,5031,3
4368,5029,3
4369,5033,2
4370,5030,3
4371,4049,578
4372,5038,3
4373,5033,4
4374,5039,3
4375,5030,3
4376,5040,3
4377,5025,3
4378,5029,3
4379,5024,3
4380,5032,2
4381,5025,3
4382,4032,624
4383,5042,3
4384,5032,3
4385,5036,3
4386,5027,3
4387,5026,4
4388,5031,4
4389,5029,3
4390,5029,2
4391,5031,3
4392,5033,3
4393,4032,617
4394,5032,3
4395,5038,3
4396,5035,3
4397,5037,2
4398,5032,3
4399,5054,2
4400,5025,3
4401,5033,2
4402,5027,2
4403,5034,3
4404,4027,611
4405,5028,2
4406,5024,3
4407,5032,3
4408,5047,24
4409,5029,3
4410,5037,2
4411,4294,473
4412,5047,3
4413,5030,3
4414,5032,3
4415,5035,3
4416,5027,2
4417,5033,3
4418,5030,4
4419,5036,3
4420,5033,3
4421,4040,603
4422,5047,3
4423,5038,3
4424,5031,2
4425,5043,3
4426,5026,3
4427,5029,3
4428,5032,3
4429,5034,3
4430,5032,2
4431,5036,3
4432,4023,613
4433,5045,3
4434,5025,7
4435,5033,2
4436,5032,2
4437,5027,3
4438,5030,3
4439,5028,3
4440,5050,3
4441,5031,3
4442,5035,3
4443,4037,617
4444,5050,2
4445,5051,2
4446,5028,3
4447,5032,3
4448,5035,3
4449,5032,3
4450,5029,4
4451,5032,2
4452,5027,3
4453,4034,600
4454,5042,5
4455,5053,4
4456,5026,4
4457,5038,3
4458,5032,3
4459,5045,3
4460,5027,3
4461,5028,3
4462,5028,3
4463,4030,629
4464,5066,3
4465,5047,3
4466,5033,2
4467,5033,3
4468,5028,4
4469,5035,3
4470,5028,3
4471,5031,3
4472,4030,619
4473,5055,2
4474,5025,5
4475,5029,3
4476,5036,3
4477,5030,3
4478,5033,2
4479,5038,3
4480,5060,3
4481,5028,3
4482,4035,620
4483,5039,4
4484,5038,3
4485,5053,3
4486,5030,3
4487,5033,4
4488,5036,3
4489,5031,3
4490,5030,5
4491,4048,627
4492,5037,2
4493,5030,6
4494,5048,2
4495,5053,2
4496,5033,3
4497,5030,4
4498,5032,3
4499,5035,4
4500,5035,5
4501,4040,586
4502,5048,2
4503,5029,3
4504,5052,3
4505,5030,3
4506,5034,3
4507,5031,3
4508,5036,3
4509,5030,3
4510,5033,3
4511,4032,607
4512,5040,7
4513,5040,3
4514,5031,3
4515,5027,4
4516,5037,2
4517,5028,3
4518,5033,2
4519,5034,2
4520,5046,3
4521,5027,3
4522,4030,596
4523,5031,3
4524,5042,3
4525,5032,3
4526,5029,3
4527,5047,3
4528,5032,3
4529,5028,3
4530,5036,4
4531,5029,3
4532,4048,610
4533,5053,3
4534,5032,3
4535,5028,3
4536,5030,2
4537,5029,3
4538,5031,6
4539,5086,2
4540,5031,3
4541,5032,4
4542,4032,582
4543,5033,5
4544,5074,10
4545,5044,4
4546,5033,4
4547,5029,3
4548,5038,2
4549,5028,2
4550,5051,3
4551,4026,618
4552,5046,7
4553,5032,3
4554,5049,3
4555,5032,3
4556,5032,3
4557,5027,4
4558,5031,3
4559,5031,3
4560,5035,2
4561,4030,637
4562,5033,3
4563,5039,5
4564,5034,2
4565,5031,3
4566,5035,4
4567,5040,3
4568,5031,3
4569,5033,3
4570,5031,3
4571,4043,624
4572,5029,3
4573,5049,2
4574,5031,2
4575,5035,3
4576,5032,3
4577,5055,3
4578,5033,3
4579,5031,3
4580,5029,4
4581,4039,618
4582,5044,4
4583,5028,2
4584,5060,4
4585,5032,3
4586,5039,3
4587,5028,3
4588,5035,3
4589,5032,2
4590,4038,620
4591,5046,3
4592,5041,3
4593,5029,2
4594,5032,2
4595,5029,3
4596,5027,2
4597,5031,3
4598,5029,3
4599,5049,3
4600,4028,608
4601,5048,3
4602,5032,3
4603,5037,5
4604,5038,4
4605,5052,3
4606,5028,3
4607,4272,475
4608,5035,3
4609,5025,3
4610,5039,3
4611,5026,3
4612,5042,5
4613,5047,4
4614,5043,5
4615,5041,2
4616,5040,5
4617,4034,605
4618,5048,4
4619,5042,2
4620,5029,4
4621,5036,2
4622,5031,3
4623,5033,4
4624,4503,245
4625,5045,3
4626,5032,3
4627,5062,3
4628,5030,3
4629,5030,3
4630,5029,4
4631,5041,3
4632,5031,3
4633,5038,3
4634,4031,602
4635,5057,2
4636,5032,2
4637,5037,2
4638,5032,2
4639,5035,3
4640,5038,3
4641,5026,3
4642,5034,3
4643,5029,3
4644,5033,3
4645,4031,589
4646,5032,3
4647,5036,3
4648,5028,3
4649,5047,3
4650,5030,3
4651,5041,3
4652,5027,3
4653,5034,2
4654,5031,2
4655,5031,3
4656,4028,610
4657,5038,3
4658,5034,4
4659,5039,4
4660,5037,4
4661,5035,3
4662,5024,2
4663,5033,3
4664,5029,3
4665,5049,6
4666,4044,596
4667,5060,3
4668,5027,3
4669,5035,2
4670,5027,3
4671,5049,2
4672,5028,3
4673,5027,3
4674,5030,3
4675,5034,2
4676,5031,2
4677,4035,600
4678,5034,2
4679,5035,3
4680,5028,3
4681,5036,4
4682,5034,4
4683,5037,3
4684,5033,3
4685,5035,2
4686,5028,2
4687,4042,626
4688,5043,2
4689,5026,3
4690,5033,3
4691,5034,2
4692,5033,4
4693,5033,3
4694,5026,3
4695,5030,2
4696,5036,2
4697,5032,4
4698,4032,601
4699,5044,2
4700,5026,3
4701,5060,4
4702,5033,3
4703,5033,3
4704,5035,3
4705,5030,3
4706,5034,3
4707,5032,3
4708,4037,611
4709,5302,5
4710,5036,2
4711,4035,618
4712,5045,4
4713,5029,3
4714,5052,4
4715,5032,4
4716,5035,3
4717,5038,3
4718,5033,4
4719,5036,3
4720,5028,2
4721,4035,606
4722,5036,3
4723,5050,4
4724,5034,3
4725,5031,3
4726,5031,3
4727,5034,3
4728,5030,3
4729,5034,2
4730,5034,3
4731,4035,625
4732,5033,2
4733,5290,4
4734,5030,3
4735,4048,583
4736,5036,3
4737,5047,2
4738,5032,2
4739,5037,4
4740,5034,4
4741,5032,3
4742,5028,2
4743,5038,2
4744,5027,3
4745,5028,4
4746,4052,589
4747,5042,4
4748,5028,2
4749,5035,3
4750,5032,2
4751,5039,3
4752,5027,2
4753,5031,2
4754,5029,3
4755,5030,3
4756,5028,4
4757,4035,596
4758,5039,3
4759,5031,2
4760,5043,2
4761,5031,3
4762,5029,3
4763,5030,3
4764,5035,2
4765,5027,3
4766,5037,3
4767,5031,3
4768,4041,593
4769,5042,2
4770,5031,4
4771,5048,3
4772,5027,4
4773,5044,3
4774,5028,2
4775,5030,2
4776,5026,4
4777,5033,3
4778,4056,607
4779,5042,4
4780,5031,2
4781,5038,3
4782,5033,2
4783,5040,4
4784,5083,5
4785,5033,3
4786,5035,3
4787,4054,586
4788,5028,4
4789,5045,2
4790,5032,3
4791,5040,2
4792,5027,3
4793,5032,3
4794,5031,3
4795,5035,3
4796,5027,2
4797,5039,3
4798,4027,600
4799,5030,4
4800,5049,3
4801,5028,3
4802,5030,3
4803,5032,3
4804,5034,3
4805,5030,2
4806,5030,3
4807,5028,3
4808,5033,3
4809,4032,624
4810,5036,3
4811,5049,3
4812,5036,3
4813,5029,3
4814,5033,3
4815,5033,2
4816,5030,3
4817,5033,3
4818,5029,3
4819,4033,622
4820,5048,3
4821,5031,3
4822,5029,3
4823,5032,3
4824,5033,4
4825,5031,2
4826,5030,3
4827,5030,3
4828,5037,3
4829,5037,3
4830,4058,580
4831,5050,3
4832,5034,2
4833,5029,3
4834,5047,3
4835,5037,4
4836,5034,3
4837,5031,2
4838,5033,2
4839,5024,3
4840,4034,603
4841,5040,3
4842,5029,2
4843,5030,2
4844,5027,3
4845,5043,3
4846,5034,2
4847,5029,3
4848,5028,2
4849,5028,3
4850,5032,2
4851,5034,3
4852,4029,586
4853,5144,3
4854,5038,2
4855,5025,3
4856,5026,2
4857,5026,3
4858,5033,2
4859,5028,3
4860,5031,3
4861,4026,600
4862,5034,3
4863,5046,4
4864,5027,3
4865,5031,2
4866,5027,2
4867,5034,3
4868,5032,2
4869,5029,3
4870,5023,2
4871,5029,3
4872,5028,2
4873,4044,588
4874,5077,2
4875,5030,3
4876,5034,2
4877,5031,3
4878,5028,4
4879,5026,2
4880,5370,4
4881,4032,351
4882,5030,19
4883,5032,3
4884,5028,5
4885,5025,3
4886,5032,3
4887,5029,3
4888,5038,2
4889,5026,2
4890,5026,2
4891,5026,3
4892,4043,617
4893,5029,2
4894,5044,3
4895,5031,2
4896,5026,3
4897,5028,3
4898,5034,3
4899,5032,2
4900,5028,2
4901,5029,2
4902,5035,3
4903,5028,3
4904,4044,580
4905,5033,3
4906,5030,2
4907,5030,2
4908,5029,3
4909,5029,2
4910,5028,3
4911,5035,3
4912,5031,3
4913,5032,3
4914,5029,3
4915,5048,3
4916,4029,590
4917,5029,2
4918,5027,3
4919,5031,2
4920,5028,3
4921,5025,3
4922,5027,3
4923,5032,3
4924,5028,3
4925,5047,2
4926,5025,2
4927,5034,2
4928,4025,607
4929,5037,3
4930,5031,2
4931,5031,2
4932,5031,3
4933,5028,3
4934,5043,8
4935,5032,3
4936,5027,4
4937,5030,3
4938,5037,3
4939,4026,611
4940,5040,2
4941,5032,2
4942,5043,2
4943,5030,3
4944,5032,2
4945,5025,2
4946,5025,3
4947,5035,3
4948,5026,3
4949,5039,3
4950,5025,2
4951,4047,575
4952,5026,3
4953,5025,2
4954,5028,2
4955,5033,2
4956,5027,3
4957,5032,3
4958,5034,3
4959,5039,4
4960,5028,2
4961,5048,3
4962,4028,647
4963,5040,3
4964,5029,4
4965,5036,3
4966,5034,3
4967,5034,3
4968,5034,3
4969,5032,2
4970,5040,3
4971,5030,3
4972,4050,603
4973,5037,3
4974,5030,3
4975,5050,3
4976,5035,4
4977,5035,3
4978,5031,4
4979,5029,4
4980,5029,3
4981,5037,4
4982,4031,606
4983,5035,3
4984,5037,3
4985,5030,3
4986,5030,2
4987,5053,3
4988,5028,3
4989,5035,5
4990,5036,3
4991,5034,3
4992,4035,628
4993,5037,3
4994,5037,3
4995,5029,3
4996,5029,2
4997,5032,2
4998,5037,2
4999,5036,3
5000,5041,3
5001,5043,3
5002,4031,610
5003,5035,3
5004,5035,3
5005,5037,3
5006,5031,4
5007,5040,3
5008,5032,3
5009,5037,3
5010,5051,3
5011,5034,3
5012,4041,616
5013,5030,3
5014,5036,3
5015,5032,3
5016,5031,4
5017,5030,3
5018,5037,3
5019,5031,3
5020,5040,3
5021,5060,3
5022,4048,575
5023,5037,3
5024,5034,4
5025,5023,3
5026,5050,4
5027,5024,3
5028,5026,3
5029,5027,4
5030,5029,3
5031,5027,4
5032,5038,3
5033,5024,3
5034,4032,586
5035,5038,5
5036,5025,4
5037,5030,2
5038,5029,3
5039,5028,3
5040,5027,3
5041,5032,3
5042,5032,3
5043,5045,2
5044,5025,3
5045,5031,2
5046,4029,607
5047,5037,2
5048,5029,3
5049,5031,2
5050,5035,3
5051,5026,4
5052,5027,3
5053,5031,3
5054,5028,3
5055,5047,3
5056,5030,3
5057,4032,620
5058,5036,14
5059,5029,2
5060,5029,5
5061,5029,3
5062,5030,3
5063,5034,3
5064,5035,3
5065,5026,3
5066,5032,2
5067,5025,2
5068,4041,589
5069,5048,4
5070,5025,2
5071,5045,2
5072,5027,2
5073,5035,3
5074,5037,5
5075,5041,3
5076,5028,2
5077,5030,4
5078,5037,3
5079,4025,602
5080,5033,3
5081,5034,3
5082,5039,3
5083,5030,3
5084,5040,2
5085,5030,3
5086,5033,3
5087,5030,3
5088,5041,3
5089,5031,2
5090,4027,598
5091,5042,2
5092,5027,2
5093,5028,6
5094,5032,2
5095,5033,2
5096,5040,3
5097,5025,4
5098,5036,4
5099,5027,2
5100,5038,2
5101,4026,618
5102,5042,3
5103,5033,3
5104,5037,5
5105,5036,3
5106,5034,3
5107,5027,3
5108,5036,4
5109,5029,3
5110,5030,2
5111,5037,2
5112,4035,586
5113,5035,4
5114,5032,2
5115,5030,4
5116,5031,3
5117,5047,2
5118,5031,3
5119,5030,3
5120,5028,3
5121,5030,3
5122,5035,3
5123,4031,615
5124,5036,3
5125,5027,2
5126,5034,3
5127,5029,2
5128,5028,3
5129,5027,3
5130,5025,3
5131,5033,3
5132,5028,3
5133,5032,2
5134,5025,2
5135,4034,605
5136,5033,2
5137,5024,3
5138,5031,3
5139,5032,3
5140,5052,3
5141,5028,2
5142,5100,4
5143,5027,3
5144,4033,611
5145,5036,2
5146,5037,3
5147,5027,3
5148,5034,2
5149,5027,2
5150,5050,2
5151,5026,2
5152,5034,3
5153,5024,3
5154,5041,2
5155,4027,637
5156,5036,2
5157,5023,2
5158,5025,2
5159,5032,2
5160,5028,3
5161,5031,4
5162,5034,3
5163,5032,3
5164,5029,3
5165,5048,2
5166,4023,613
5167,5039,2
5168,5034,3
5169,5048,3
5170,5027,2
5171,5032,2
5172,5031,2
5173,5031,3
5174,5030,3
5175,5031,3
5176,4033,633
5177,5035,4
5178,5369,3
5179,4030,549
5180,5040,7
5181,5027,3
5182,5033,3
5183,5030,2
5184,5049,3
5185,5026,3
5186,5036,3
5187,5028,2
5188,5034,3
5189,4048,615
5190,5061,3
5191,5037,2
5192,5029,3
5193,5025,3
5194,5033,2
5195,5026,2
5196,5031,3
5197,5029,3
5198,5034,3
5199,5029,2
5200,4035,616
5201,5051,3
5202,5027,3
5203,5031,2
5204,5029,3
5205,5047,3
5206,5027,4
5207,5030,2
5208,5038,3
5209,5034,3
5210,4029,635
5211,5051,2
5212,5027,3
5213,5034,2
5214,5035,2
5215,5029,2
5216,5030,3
5217,5029,3
5218,5036,2
5219,5028,3
5220,4043,613
5221,5030,4
5222,5040,3
5223,5029,3
5224,5031,3
5225,5029,3
5226,5033,3
5227,5027,3
5228,5031,2
5229,5031,2
5230,5028,4
5231,5031,5
5232,4058,574
5233,5035,3
5234,5031,3
5235,5026,3
5236,5030,3
5237,5031,2
5238,5037,2
5239,5052,3
5240,5030,3
5241,5028,3
5242,5029,2
5243,4037,595
5244,5037,2
5245,5031,2
5246,5029,2
5247,5030,3
5248,5024,3
5249,5032,3
5250,5025,3
5251,5036,4
5252,5026,3
5253,5037,3
5254,5030,2
5255,4032,594
5256,5058,2
5257,5032,3
5258,5029,3
5259,5031,3
5260,5030,2
5261,5031,3
5262,5029,2
5263,5028,4
5264,5026,3
5265,5044,2
5266,4033,613
5267,5054,2
5268,5031,3
5269,5030,3
5270,5055,4
5271,5027,3
5272,5028,3
5273,5031,5
5274,5037,3
5275,5027,3
5276,4038,600
5277,5034,3
5278,5031,3
5279,5028,2
5280,5031,4
5281,5034,6
5282,5042,4
5283,5055,3
5284,5034,2
5285,5034,2
5286,4029,645
5287,5034,3
5288,5034,5
5289,5033,2
5290,5041,3
5291,5032,3
5292,5031,2
5293,5031,5
5294,5034,3
5295,5025,3
5296,4051,595
5297,5038,2
5298,5038,3
5299,5027,3
5300,5040,2
5301,5026,3
5302,5033,3
5303,5029,3
5304,5033,3
5305,5038,3
5306,5038,5
5307,4040,582
5308,5032,3
5309,5028,8
5310,5031,5
5311,5039,4
5312,5039,4
5313,5033,2
5314,5029,2
5315,5051,2
5316,5027,4
5317,5031,2
5318,4029,595
5319,5039,3
5320,5050,3
5321,5027,3
5322,5031,2
5323,5025,4
5324,5031,2
5325,5028,2
5326,5036,3
5327,5031,3
5328,5032,2
5329,4036,614
5330,5048,3
5331,5035,3
5332,5025,2
5333,5032,3
5334,5030,2
5335,5049,3
5336,5032,4
5337,5039,4
5338,5031,3
5339,4033,611
5340,5060,7
5341,5039,5
5342,5046,3
5343,5038,2
5344,5034,3
5345,5029,3
5346,5038,2
5347,5028,2
