transaction,txTime (ms),propagationTime (ms)
1854,5029,3
1855,4027,591
1856,5036,3
1857,5038,3
1858,5026,2
1859,5027,3
1860,5027,3
1861,5037,3
1862,5030,2
1863,5034,2
1864,5026,3
1865,5031,2
1866,5024,2
1867,4031,606
1868,5050,3
1869,5029,2
1870,5030,3
1871,5026,3
1872,5029,3
1873,5024,2
1874,5027,3
1875,5028,3
1876,5030,3
1877,5026,2
1878,5043,2
1879,4023,597
1880,5034,2
1881,5027,3
1882,5031,3
1883,5027,2
1884,5031,3
1885,5023,3
1886,5032,2
1887,5026,3
1888,5031,3
1889,5029,2
1890,5043,2
1891,4025,602
1892,5056,2
1893,4431,519
1894,5046,3
1895,5024,3
1896,5027,3
1897,5026,3
1898,5024,3
1899,5026,3
1900,5028,2
1901,5031,2
1902,5025,4
1903,5035,2
1904,5025,2
1905,4029,623
1906,5033,6
1907,5234,111
1908,4041,572
1909,5034,3
1910,5030,2
1911,5041,3
1912,5028,2
1913,5032,4
1914,5030,3
1915,5031,3
1916,5030,2
1917,5031,2
1918,5028,3
1919,5033,3
1920,4031,582
1921,5038,3
1922,5034,3
1923,5025,3
1924,5029,3
1925,5032,3
1926,5029,2
1927,5029,3
1928,5035,3
1929,5027,3
1930,5031,3
1931,5026,3
1932,4033,605
1933,5039,3
1934,5026,3
1935,5031,3
1936,5025,3
1937,5050,3
1938,5029,2
1939,5028,3
1940,5032,3
1941,5027,3
1942,5027,2
1943,5033,3
1944,4028,591
1945,5038,3
1946,5032,6
1947,5030,3
1948,5028,2
1949,5027,2
1950,5031,2
1951,5023,14
1952,5030,3
1953,5033,7
1954,5031,2
1955,4036,620
1956,5039,5
1957,5030,2
1958,5031,4
1959,5027,2
1960,5040,3
1961,5027,3
1962,5031,3
1963,5024,6
1964,5061,2
1965,5028,3
1966,4031,584
1967,5037,3
1968,5045,3
1969,5035,2
1970,5034,3
1971,5029,2
1972,5028,3
1973,5025,2
1974,5027,3
1975,5029,2
1976,5031,2
1977,5029,3
1978,4042,582
1979,5037,3
1980,5030,3
1981,5025,3
1982,5044,3
1983,5029,2
1984,5030,3
1985,5024,2
1986,5030,3
1987,5023,3
1988,5030,2
1989,5024,2
1990,4030,621
1991,5035,2
1992,5026,2
1993,5026,2
1994,5028,3
1995,5042,2
1996,5027,2
1997,5026,3
1998,5025,2
1999,5031,3
2000,5027,3
2001,5032,3
2002,4026,617
2003,5035,6
2004,5027,3
2005,5035,3
2006,5025,3
2007,5032,2
2008,5028,3
2009,5027,2
2010,5026,2
2011,5032,2
2012,5026,3
2013,5033,3
2014,4027,601
2015,5029,2
2016,5032,2
2017,5023,3
2018,5041,2
2019,5025,3
2020,5028,2
2021,5027,3
2022,5037,3
2023,5024,3
2024,5029,3
2025,5025,2
2026,5028,3
2027,4027,607
2028,5049,6
2029,5089,4
2030,5037,3
2031,5036,4
2032,5035,3
2033,5039,3
2034,5025,2
2035,5031,3
2036,4033,594
2037,5051,2
2038,5053,49
2039,5035,3
2040,5028,3
2041,5025,3
2042,5031,3
2043,5024,4
2044,5033,3
2045,4028,628
2046,5034,3
2047,5028,3
2048,5029,2
2049,5031,3
2050,5027,2
2051,5031,3
2052,5025,3
2053,5033,13
2054,5030,3
2055,5025,5
2056,5030,3
2057,4030,585
2058,5034,2
2059,5034,3
2060,5032,3
2061,5030,3
2062,5027,3
2063,5025,3
2064,5030,3
2065,5028,3
2066,5044,3
2067,5028,3
2068,5028,3
2069,4026,595
2070,5033,3
2071,5033,3
2072,5027,2
2073,5037,3
2074,5025,2
2075,5030,2
2076,5024,2
2077,5035,3
2078,5028,2
2079,5031,3
2080,5026,2
2081,5027,3
2082,4029,589
2083,5055,112
2084,5051,7
2085,5028,2
2086,5041,3
2087,5023,2
2088,5030,3
2089,4025,621
2090,5042,2
2091,5030,3
2092,5030,2
2093,5033,2
2094,5028,2
2095,5033,2
2096,5025,3
2097,5032,2
2098,5027,3
2099,5048,2
2100,4906,347
2101,4030,353
2102,5040,3
2103,5025,7
2104,5029,2
2105,5033,3
2106,5028,3
2107,5042,2
2108,5027,2
2109,5025,2
2110,5033,5
2111,5035,3
2112,5025,3
2113,4030,592
2114,5040,3
2115,5035,3
2116,5029,2
2117,5026,3
2118,5024,2
2119,5027,3
2120,5333,2
2121,4302,178
2122,5036,3
2123,5028,3
2124,5032,3
2125,5152,2
2126,5097,3
2127,4045,580
2128,5037,3
2129,5039,5
2130,5038,6
2131,5051,3
2132,5037,6
2133,5038,4
2134,5037,4
2135,5037,4
2136,4051,599
2137,5047,6
2138,5041,4
2139,5522,132
2140,4047,199
2141,5047,3
2142,5032,2
2143,5028,3
2144,5047,3
2145,5034,4
2146,5028,3
2147,5031,4
2148,4188,544
2149,5037,3
2150,5026,4
2151,5048,3
2152,5030,2
2153,5031,3
2154,5023,4
2155,5032,3
2156,5030,2
2157,5029,3
2158,5033,3
2159,4045,597
2160,5040,218
2161,5031,2
2162,5029,3
2163,5028,3
2164,4033,622
2165,5034,4
2166,5037,2
2167,5031,3
2168,5036,3
2169,5026,2
2170,5027,2
2171,5024,2
2172,5031,2
2173,5030,3
2174,5027,2
2175,5028,2
2176,4031,609
2177,5041,3
2178,5027,4
2179,5027,2
2180,5042,3
2181,5028,2
2182,5031,2
2183,5025,3
2184,5026,3
2185,5025,2
2186,5034,3
2187,5024,2
2188,4031,599
2189,5032,2
2190,5037,2
2191,5028,3
2192,5046,3
2193,5025,3
2194,5030,3
2195,5027,2
2196,5029,3
2197,5027,2
2198,5031,3
2199,5024,3
2200,4030,610
2201,5030,2
2202,5027,3
2203,5040,3
2204,5029,2
2205,5032,2
2206,5028,3
2207,5027,2
2208,5026,3
2209,5031,3
2210,5026,3
2211,5030,3
2212,4024,602
2213,5035,3
2214,5033,3
2215,5041,2
2216,5026,2
2217,5028,3
2218,5024,3
2219,5031,2
2220,5025,3
2221,5028,3
2222,5026,2
2223,5038,3
2224,4026,612
2225,5032,3
2226,5024,5
2227,5037,4
2228,5046,5
2229,5039,7
2230,5041,6
2231,5040,4
2232,5036,5
2233,5043,3
2234,4047,582
2235,5044,3
2236,5032,3
2237,5035,4
2238,5028,3
2239,5036,3
2240,5033,3
2241,5050,2
2242,5027,3
2243,5035,3
2244,4028,616
2245,5036,10
2246,5035,2
2247,5026,2
2248,5031,3
2249,5034,5
2250,5049,3
2251,5038,2
2252,5031,2
2253,5033,3
2254,5029,2
2255,4046,599
2256,5039,3
2257,5023,2
2258,5031,5
2259,5038,3
2260,5027,4
2261,5029,3
2262,5026,3
2263,5030,3
2264,5031,3
2265,4050,614
2266,5047,3
2267,5048,2
2268,5024,3
2269,5027,3
2270,5024,3
2271,5032,3
2272,5027,3
2273,5034,2
2274,5026,2
2275,5030,3
2276,5025,3
2277,4041,583
2278,5031,3
2279,5039,3
2280,5025,3
2281,5030,4
2282,5039,3
2283,5033,5
2284,5041,6
2285,5044,4
2286,5040,5
2287,4031,607
2288,5041,3
2289,5037,4
2290,5035,3
2291,5033,3
2292,5030,4
2293,5027,3
2294,5035,3
2295,5048,3
2296,5028,4
2297,4038,616
2298,5037,14
2299,5029,3
2300,5026,6
2301,5027,2
2302,5027,3
2303,5029,2
2304,5034,3
2305,5030,3
2306,5035,4
2307,5040,3
2308,4041,603
2309,5032,3
2310,5025,2
2311,5043,2
2312,5029,2
2313,5027,2
2314,5031,2
2315,5031,3
2316,5028,2
2317,5036,2
2318,5028,2
2319,5033,3
2320,4027,593
2321,5042,3
2322,5027,3
2323,5038,3
2324,5025,2
2325,5026,3
2326,5024,3
2327,5028,2
2328,5025,3
2329,5032,3
2330,5027,2
2331,5031,2
2332,5030,2
2333,4040,582
2334,5038,3
2335,5026,2
2336,5041,4
2337,5026,2
2338,5025,3
2339,5024,2
2340,5029,3
2341,5030,3
2342,5027,2
2343,5033,3
2344,5026,3
2345,4044,597
2346,5036,7
2347,5069,2
2348,5023,2
2349,5033,3
2350,5025,2
2351,5029,2
2352,5028,3
2353,5029,2
2354,5025,2
2355,5034,3
2356,4030,602
2357,5034,3
2358,5027,3
2359,5038,3
2360,5026,3
2361,5032,2
2362,5027,2
2363,5034,2
2364,5041,3
2365,5032,2
2366,5033,3
2367,4029,609
2368,5041,2
2369,5026,3
2370,5028,3
2371,5034,3
2372,5035,3
2373,5028,3
2374,5025,3
2375,5035,3
2376,5026,3
2377,5025,4
2378,5025,3
2379,4028,623
2380,5039,6
2381,5068,3
2382,5031,2
2383,5032,2
2384,5023,3
2385,5029,3
2386,5024,2
2387,5037,3
2388,5030,2
2389,5024,3
2390,4026,603
2391,5042,3
2392,5027,3
2393,5030,3
2394,5028,2
2395,5030,3
2396,5031,3
2397,5028,3
2398,5030,3
2399,5031,3
2400,5044,3
2401,5025,2
2402,4026,606
2403,5028,11
2404,5035,3
2405,5028,3
2406,5033,3
2407,5026,3
2408,5027,2
2409,5033,3
2410,5028,3
2411,5032,2
2412,5026,2
2413,4042,612
2414,5064,5
2415,5036,2
2416,5032,3
2417,5029,2
2418,5034,3
2419,5027,3
2420,5029,3
2421,5024,3
2422,5032,4
2423,5031,2
2424,4043,594
2425,5038,3
2426,5031,2
2427,5041,3
2428,5030,2
2429,5026,3
2430,5025,3
2431,5027,3
2432,5033,3
2433,5026,2
2434,5032,3
2435,5026,3
2436,4042,582
2437,5034,3
2438,5027,3
2439,5038,3
2440,5026,3
2441,5029,2
2442,5030,3
2443,5025,3
2444,5032,6
2445,5027,3
2446,5030,3
2447,5029,3
2448,4032,609
2449,5052,3
2450,5027,3
2451,5028,2
2452,5030,3
2453,5030,3
2454,5027,3
2455,5023,2
2456,5032,4
2457,5028,2
2458,5044,4
2459,4037,617
2460,5028,17
2461,5028,3
2462,5023,5
2463,5030,3
2464,5029,2
2465,5024,3
2466,5030,3
2467,5026,3
2468,5030,3
2469,5027,2
2470,4044,624
2471,5080,3
2472,5021,3
2473,5035,2
2474,5034,2
2475,5031,2
2476,5024,3
2477,5029,2
2478,5026,2
2479,5033,3
2480,5027,3
2481,4036,584
2482,5055,3
2483,5032,3
2484,5027,3
2485,5032,3
2486,5027,3
2487,5024,3
2488,5030,3
2489,5027,2
2490,5033,2
2491,5026,3
2492,4045,621
2493,5052,2
2494,5025,3
2495,5031,3
2496,5030,2
2497,5032,3
2498,5027,3
2499,5051,2
2500,5027,3
2501,5034,3
2502,5024,3
2503,4045,588
2504,5051,3
2505,5031,3
2506,5026,3
2507,5039,2
2508,5026,2
2509,5030,2
2510,5026,3
2511,5032,2
2512,5027,3
2513,5034,3
2514,5024,3
2515,4030,588
2516,5027,4
2517,5032,5
2518,5043,4
2519,5038,5
2520,5043,5
2521,5078,3
2522,5036,3
2523,5044,6
2524,4039,584
2525,5044,4
2526,5033,3
2527,5030,4
2528,5035,4
2529,5030,2
2530,5032,4
2531,5027,2
2532,5032,3
2533,5032,2
2534,5030,3
2535,4026,623
2536,5047,3
2537,5044,2
2538,5030,3
2539,5030,3
2540,5029,3
2541,5029,3
2542,5028,3
2543,5032,4
2544,5025,3
2545,5033,3
2546,4025,609
2547,5034,5
2548,5025,4
2549,5044,2
2550,5025,2
2551,5022,4
2552,5028,2
2553,5031,2
2554,5439,3
2555,4033,307
2556,5045,3
2557,5029,3
2558,5027,2
2559,5046,3
2560,5030,2
2561,5032,3
2562,5025,3
2563,5031,3
2564,5028,2
2565,5030,3
2566,4031,610
2567,5041,3
2568,5028,3
2569,5035,3
2570,5028,3
2571,5025,2
2572,5026,2
2573,5022,3
2574,5027,3
2575,5024,3
2576,5036,3
2577,5027,3
2578,4029,619
2579,5040,3
2580,5026,3
2581,5047,3
2582,5026,3
2583,5025,3
2584,5028,3
2585,5030,2
2586,5027,3
2587,5030,3
2588,5027,3
2589,5033,3
2590,4023,594
2591,5030,2
2592,5028,3
2593,5032,2
2594,5047,2
2595,5027,3
2596,5031,3
2597,5027,2
2598,5043,3
2599,5023,3
2600,5028,2
2601,5025,3
2602,4039,592
2603,5026,4
2604,5034,3
2605,5027,3
2606,5043,5
2607,5029,2
2608,5024,3
2609,5023,3
2610,5033,3
2611,5028,3
2612,5030,2
2613,5026,3
2614,4029,618
2615,5039,3
2616,5034,2
2617,5030,2
2618,5062,2
2619,5026,3
2620,5027,3
2621,5028,3
2622,5031,3
2623,5025,4
2624,5030,2
2625,4028,600
2626,5041,3
2627,5024,4
2628,5034,2
2629,5028,2
2630,5046,3
2631,5026,3
2632,5026,2
2633,5025,3
2634,5036,3
2635,5025,2
2636,5031,3
2637,4021,613
2638,5034,4
2639,5032,2
2640,5031,2
2641,5116,3
2642,5043,3
2643,5026,3
2644,5026,4
2645,5040,2
2646,4033,588
2647,5028,3
2648,5026,3
2649,5029,2
2650,5029,2
2651,5025,2
2652,5031,2
2653,5025,3
2654,5031,3
2655,5026,3
2656,5043,3
2657,5029,2
2658,4030,624
2659,5038,3
2660,5026,3
2661,5027,2
2662,5032,2
2663,5026,3
2664,5028,3
2665,5026,2
2666,5029,2
2667,5025,2
2668,5030,3
2669,5032,3
2670,4026,642
2671,5034,3
2672,5029,3
2673,5028,3
2674,5028,2
2675,5032,2
2676,5026,3
2677,5032,2
2678,5024,7
2679,5035,4
2680,5027,2
2681,5025,3
2682,4025,593
2683,5027,6
2684,5034,2
2685,5030,2
2686,5024,3
2687,5027,3
2688,5030,3
2689,5028,2
2690,5029,2
2691,5048,3
2692,5027,3
2693,5027,2
2694,4027,617
2695,5025,2
2696,5027,2
2697,5026,2
2698,5028,2
2699,5031,2
2700,5032,3
2701,5024,3
2702,5029,2
2703,5028,2
2704,5039,4
2705,5030,3
2706,4028,615
2707,5035,3
2708,5027,2
2709,5030,2
2710,5023,3
2711,5031,2
2712,5021,3
2713,5030,3
2714,5036,2
2715,5024,3
2716,5026,2
2717,5027,3
2718,5026,3
2719,4028,605
2720,5033,3
2721,5027,5
2722,5042,4
2723,5039,5
2724,5039,6
2725,5041,3
2726,5039,3
2727,5041,7
2728,4044,623
2729,5043,4
2730,5038,3
2731,5030,3
2732,5036,3
2733,5028,3
2734,5033,2
2735,5026,3
2736,5031,3
2737,5027,4
2738,5034,2
2739,4023,604
2740,5031,3
2741,5031,3
2742,5026,3
2743,5033,4
2744,5026,3
2745,5043,3
2746,5030,3
2747,5030,2
2748,5029,2
2749,5027,3
2750,5028,2
2751,4033,605
2752,5035,3
2753,5027,2
2754,5030,2
2755,5027,3
2756,5041,3
2757,5027,3
2758,5029,3
2759,5024,3
2760,5027,2
2761,5031,4
2762,5030,3
2763,4023,621
2764,5048,3
2765,5032,6
2766,5038,3
2767,5047,2
2768,5026,4
2769,5028,3
2770,5029,2
2771,5031,3
2772,5026,3
2773,5031,2
2774,4024,596
2775,5024,4
2776,5027,2
2777,5030,2
2778,5044,2
2779,5026,2
2780,5033,3
2781,5027,3
2782,5096,3
2783,4379,285
2784,5046,3
2785,5027,3
2786,5030,3
2787,5025,3
2788,5048,3
2789,5025,3
2790,5024,3
2791,5703,5
2792,4033,4
2793,5035,4
2794,5035,3
2795,4819,110
2796,5031,3
2797,5031,3
2798,5025,2
2799,5035,2
2800,5028,2
2801,5034,2
2802,5032,2
2803,5031,2
2804,5025,3
2805,5040,2
2806,5026,2
2807,4028,607
2808,5060,3
2809,5030,2
2810,5026,3
2811,5033,3
2812,5031,2
2813,5030,3
2814,5024,4
2815,5032,3
2816,5022,3
2817,5042,3
2818,4028,608
2819,5028,4
2820,5026,2
2821,5028,3
2822,5025,3
2823,5034,3
2824,5029,2
2825,5034,3
2826,5027,2
2827,5032,3
2828,5028,2
2829,5046,3
2830,4022,625
2831,5031,3
2832,5031,5
2833,5041,3
2834,5040,4
2835,5043,4
2836,5040,3
2837,5042,5
2838,5049,4
2839,4030,619
2840,5041,3
2841,5037,4
2842,5028,3
2843,5031,4
2844,5028,3
2845,5044,3
2846,5027,3
2847,5029,2
2848,5031,2
2849,5032,3
2850,4030,595
2851,5055,2
2852,5041,3
2853,5024,3
2854,5033,2
2855,5027,3
2856,5032,3
2857,5027,3
2858,5029,4
2859,5026,2
2860,5029,2
2861,4028,616
2862,5042,3
2863,5030,3
2864,5041,3
2865,5027,3
2866,5030,3
2867,5032,3
2868,5033,3
2869,5025,3
2870,5035,2
2871,5029,3
2872,4032,617
2873,5037,3
2874,5022,3
2875,5033,3
2876,5026,3
2877,5028,3
2878,5027,3
2879,5028,3
2880,5023,3
2881,5028,2
2882,5030,2
2883,5039,3
2884,4027,620
2885,5031,2
2886,5034,2
2887,5028,2
2888,5037,3
2889,5028,2
2890,5028,3
2891,5036,2
2892,5024,3
2893,5029,3
2894,5031,3
2895,5032,2
2896,4025,627
2897,5035,2
2898,5029,3
2899,5026,3
2900,5049,3
2901,5028,3
2902,5030,3
2903,5025,3
2904,5028,2
2905,5034,3
2906,5036,2
2907,4029,594
2908,5039,2
2909,5030,3
2910,5031,3
2911,5026,2
2912,5024,3
2913,5042,3
2914,5026,2
2915,5030,2
2916,5025,4
2917,5034,4
2918,5025,3
2919,4033,617
2920,5028,3
2921,5030,3
2922,5022,4
2923,5042,2
2924,5031,3
2925,5026,3
2926,5029,2
2927,5034,3
2928,5027,3
2929,5038,2
2930,4034,610
2931,5038,6
2932,5036,2
2933,5264,3
2934,5031,2
2935,4029,617
2936,5060,3
2937,5026,3
2938,5027,3
2939,5033,3
2940,5022,2
2941,5032,2
2942,5025,3
2943,5027,2
2944,5028,4
2945,5039,2
2946,4028,606
2947,5030,2
2948,5032,3
2949,5030,3
2950,5025,3
2951,5031,2
2952,5023,2
2953,5031,3
2954,5027,3
2955,5036,3
2956,5032,3
2957,5041,3
2958,4024,608
2959,5032,3
2960,5039,3
2961,5026,3
2962,5028,2
2963,5024,3
2964,5030,2
2965,5026,3
2966,5032,2
2967,5024,2
2968,5030,3
2969,5029,2
2970,4046,613
2971,5029,3
2972,5047,4
2973,5028,2
2974,5028,3
2975,5028,3
2976,5032,2
2977,5029,2
2978,5030,2
2979,5025,3
2980,5027,3
2981,5026,3
2982,4045,588
2983,5030,8
2984,5068,2
2985,5026,2
2986,5026,3
2987,5026,3
2988,5030,2
2989,5024,3
2990,5030,2
2991,5027,2
2992,5029,2
2993,4029,620
2994,5026,2
2995,5046,3
2996,5026,2
2997,5036,4
2998,5029,3
2999,5030,3
3000,5032,3
3001,5034,3
3002,5030,3
3003,5028,3
3004,5025,4
3005,4046,764
3006,5037,3
3007,5032,2
3008,5031,3
3009,5031,3
3010,5028,2
3011,4031,606
3012,5076,5
3013,5032,3
3014,5038,4
3015,5030,4
3016,5038,4
3017,5034,2
3018,5031,2
3019,5027,3
3020,5033,3
3021,4025,604
3022,5029,3
3023,5028,2
3024,5028,3
3025,5028,3
3026,5023,3
3027,5028,3
3028,5024,2
3029,5028,3
3030,5023,3
3031,5047,3
3032,5031,3
3033,4029,635
3034,5030,3
3035,5026,2
3036,5024,3
3037,5031,2
3038,5033,3
3039,5039,2
3040,5027,3
3041,5028,3
3042,5027,3
3043,5043,2
3044,5024,3
3045,4027,607
3046,5033,3
3047,5022,3
3048,5029,2
3049,5029,3
3050,5026,2
3051,5027,3
3052,5023,2
3053,5031,2
3054,5027,2
3055,5048,2
3056,5024,2
3057,4023,605
3058,5035,3
3059,5028,3
3060,5024,3
3061,5026,2
3062,5028,3
3063,5024,2
3064,5028,3
3065,5024,3
3066,5036,2
3067,5025,2
3068,5024,2
3069,5028,3
3070,4026,618
3071,5044,3
3072,5033,3
3073,5026,2
3074,5047,3
3075,5031,3
3076,5026,3
3077,5022,3
3078,5026,2
3079,5029,3
3080,5027,3
3081,5025,3
3082,4039,584
3083,5034,3
3084,5025,3
3085,5033,2
3086,5025,3
3087,5029,2
3088,5028,4
3089,5030,2
3090,5030,3
3091,5031,3
3092,5031,3
3093,5027,3
3094,5029,3
3095,4026,593
3096,5040,3
3097,5025,3
3098,5031,3
3099,5025,3
3100,5041,3
3101,5027,3
3102,5027,3
3103,5023,2
3104,5031,3
3105,5028,3
3106,5031,3
3107,4027,627
3108,5040,3
3109,5032,3
3110,5030,4
3111,5028,2
3112,5030,2
3113,5027,4
3114,5028,3
3115,5029,3
3116,5023,3
3117,5029,2
3118,5024,3
3119,4031,589
3120,5047,3
3121,5028,2
3122,5036,2
3123,5023,3
3124,5039,3
3125,5021,2
3126,5026,3
3127,5025,3
3128,5030,2
3129,5028,2
3130,5029,2
3131,4023,609
3132,5037,2
3133,5030,3
3134,5041,3
3135,5026,2
3136,5035,2
3137,5024,3
3138,5027,3
3139,5028,3
3140,5029,3
3141,5028,2
3142,5029,2
3143,4028,621
3144,5054,3
3145,5031,3
3146,5029,4
3147,5049,3
3148,5031,2
3149,5030,3
3150,5032,3
3151,5029,2
3152,5025,2
3153,5031,2
3154,4024,604
3155,5036,3
3156,5029,3
3157,5030,3
3158,5046,2
3159,5027,2
3160,5028,3
3161,5026,3
3162,5027,2
3163,5027,3
3164,5032,2
3165,5028,2
3166,4036,593
3167,5046,3
3168,5027,2
3169,5031,3
3170,5022,2
3171,5041,3
3172,5028,2
3173,5027,2
3174,5030,3
3175,5027,2
3176,5023,3
3177,5029,4
3178,4023,628
3179,5037,3
3180,5026,6
3181,5099,116
3182,5034,3
3183,5026,4
3184,4028,608
3185,5024,3
3186,5032,2
3187,5024,3
3188,5029,4
3189,5030,3
3190,5024,3
3191,5030,2
3192,5025,14
3193,5026,2
3194,5028,5
3195,5027,3
3196,4030,622
3197,5031,3
3198,5027,3
3199,5028,1031
3200,4058,3
3201,5031,3
3202,5034,3
3203,5024,3
3204,5049,4
3205,5030,5
3206,4042,578
3207,5040,3
3208,5040,3
3209,5029,3
3210,5039,3
3211,5025,3
3212,5049,6
3213,5033,3
3214,5034,3
3215,5032,4
3216,4051,621
3217,5045,3
3218,5029,3
3219,5028,3
3220,5036,3
3221,5030,4
3222,5035,3
3223,5028,2
3224,5031,3
3225,5035,11
3226,4054,590
3227,5037,4
3228,5032,3
3229,5036,3
3230,5034,2
3231,5056,3
3232,5028,3
3233,5028,3
3234,5033,3
3235,5039,3
3236,5029,3
3237,4031,595
3238,5044,2
3239,5032,2
3240,5028,3
3241,5033,2
3242,5024,3
3243,5026,3
3244,5028,3
3245,5024,3
3246,5040,3
3247,5028,3
3248,5024,2
3249,4028,593
3250,5053,3
3251,5029,2
3252,5034,3
3253,5030,3
3254,5035,3
3255,5028,2
3256,5029,3
3257,5029,3
3258,5032,3
3259,5030,3
3260,4046,593
3261,5040,3
3262,5053,3
3263,5032,4
3264,5032,3
3265,5030,3
3266,5029,3
3267,5027,3
3268,5030,3
3269,5023,3
3270,5035,2
3271,4026,627
3272,5044,3
3273,5030,3
3274,5042,3
3275,5030,3
3276,5032,3
3277,5031,3
3278,5029,3
3279,5031,2
3280,5030,2
3281,5028,3
3282,4032,610
3283,5037,5
3284,5034,3
3285,5051,2
3286,5030,2
3287,5039,4
3288,5032,2
3289,5033,3
3290,5027,2
3291,5025,3
3292,5028,3
3293,4032,591
3294,5035,2
3295,5035,3
3296,5026,3
3297,5033,3
3298,5027,2
3299,5048,3
3300,5025,3
3301,5034,3
3302,5027,3
3303,5029,3
3304,5026,2
3305,4033,600
3306,5034,3
3307,5028,3
3308,5035,3
3309,5026,2
3310,5043,4
3311,5028,3
3312,5033,4
3313,5030,3
3314,5030,3
3315,5032,3
3316,4031,603
3317,5042,3
3318,5033,5
3319,5027,3
3320,5027,3
3321,5033,3
3322,5035,3
3323,5040,3
3324,5025,3
3325,5029,3
3326,5031,2
3327,4031,609
3328,5060,3
3329,5029,3
3330,5031,2
3331,5026,3
3332,5034,3
3333,5032,3
3334,5030,2
3335,5033,3
3336,5029,2
3337,5032,3
3338,4042,606
3339,5051,2
3340,5025,3
3341,5043,4
3342,5032,2
3343,5037,3
3344,5027,3
3345,5033,2
3346,5032,3
3347,5034,3
3348,5030,3
3349,4033,588
3350,5039,3
3351,5035,3
3352,5033,2
3353,5032,2
3354,5023,3
3355,5030,3
3356,5030,3
3357,5026,4
3358,5030,2
3359,5029,2
3360,5036,3
3361,4026,608
3362,5042,3
3363,5026,3
3364,5273,3
3365,4022,620
3366,5029,7
3367,5031,2
3368,5030,3
3369,5030,3
3370,5034,3
3371,5040,3
3372,5031,3
3373,5034,3
3374,5040,3
3375,5025,3
3376,4029,605
3377,5042,3
3378,5033,5
3379,5045,3
3380,5043,4
3381,5039,6
3382,5048,3
3383,5043,6
3384,5044,3
3385,4035,605
3386,5066,3
3387,5030,2
3388,5030,4
3389,5030,4
3390,5034,3
3391,5038,3
3392,5032,4
3393,5029,3
3394,5031,3
3395,4028,611
3396,5037,2
3397,5034,3
3398,5029,3
3399,5042,2
3400,5029,3
3401,5027,4
3402,5031,2
3403,5031,4
3404,5028,2
3405,5037,3
3406,4025,615
3407,5039,3
3408,5026,3
3409,5035,2
3410,5028,3
3411,5026,3
3412,5028,3
3413,5029,5
3414,5035,3
3415,5028,3
3416,5029,2
3417,5032,3
3418,4038,596
3419,5033,6
3420,5029,3
3421,5032,3
3422,5029,3
3423,5028,3
3424,5033,3
3425,5032,2
3426,5025,3
3427,5035,3
3428,5029,3
3429,5035,5
3430,4029,596
3431,5059,3
3432,5033,3
3433,5027,3
3434,5033,2
3435,5025,2
3436,5038,3
3437,5030,2
3438,5033,2
3439,5024,7
3440,4068,584
3441,5043,3
3442,5026,3
3443,5029,3
3444,5030,2
3445,5052,2
3446,5031,3
3447,5038,2
3448,5024,3
3449,5032,3
3450,5028,3
3451,4028,625
3452,5038,3
3453,5032,2
3454,5028,3
3455,5027,3
3456,5033,2
3457,5030,4
3458,5030,2
3459,5041,3
3460,5030,3
3461,5035,3
3462,4034,598
3463,5045,3
3464,5029,2
3465,5027,2
3466,5030,5
3467,5033,3
3468,5031,3
3469,5029,4
3470,5034,3
3471,5026,3
3472,5049,3
3473,4026,619
3474,5032,2
3475,5043,2
3476,5024,3
3477,5030,3
3478,5039,3
3479,5031,2
3480,5029,2
3481,5029,3
3482,5028,2
3483,5031,3
3484,5028,2
3485,4041,573
3486,5051,2
3487,5028,3
3488,5037,3
3489,5764,130
3490,4033,3
3491,5033,3
3492,5031,3
3493,5032,2
3494,5032,2
3495,5044,3
3496,5027,2
3497,5027,3
3498,5025,3
3499,5030,3
3500,5023,3
3501,4031,598
3502,5037,3
3503,5030,2
3504,5032,2
3505,5030,3
3506,5046,3
3507,5027,3
3508,5030,2
3509,5031,2
3510,5029,3
3511,5025,3
3512,4032,601
3513,5030,3
3514,5030,3
3515,5025,3
3516,5031,2
3517,5030,2
3518,5036,2
3519,5031,3
3520,5034,3
3521,5029,3
3522,5040,3
3523,5026,2
3524,4030,603
3525,5035,4
3526,5048,3
3527,5028,2
3528,5030,3
3529,5031,3
3530,5040,3
3531,5027,2
3532,5031,2
3533,5023,3
3534,5029,3
3535,5028,2
3536,4038,585
3537,5036,3
3538,5025,2
3539,5037,3
3540,5030,2
3541,5043,2
3542,5027,3
3543,5031,4
3544,5030,2
3545,5038,2
3546,5031,2
3547,4033,603
3548,5033,3
3549,5029,2
3550,5036,3
3551,5025,3
3552,5043,3
3553,5024,3
3554,5032,2
3555,5031,3
3556,5031,4
3557,5030,3
3558,5030,2
3559,4024,607
3560,5033,3
3561,5028,3
3562,5035,3
3563,5031,5
3564,5035,3
3565,5029,2
3566,5029,3
3567,5031,3
3568,5029,3
3569,5025,3
3570,5030,2
3571,4022,611
3572,5037,3
3573,5030,3
3574,5035,3
3575,5027,3
3576,5038,2
3577,5032,3
3578,5031,3
3579,5029,13
3580,5033,3
3581,5026,5
3582,4029,600
3583,5043,2
3584,5034,3
3585,5032,3
3586,5034,3
3587,5026,3
3588,5030,3
3589,5028,3
3590,5032,2
3591,5026,2
3592,5041,4
3593,4030,625
3594,5041,17
3595,5039,5
3596,5060,4
3597,5033,3
3598,5031,2
3599,5032,2
3600,5037,2
